obsid,leadid,ccode,idacr,leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,deathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,yrbegin,yrend,age,tenure,Country,Polity datasets IV category
NIG-1993-2,8230af91-1e42-11e4-b4cd-db5882bf8def,475,NIG,Abacha,1993-11-17,1993-11-17,1998-06-08,1998-06-08,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1943,1998,1943-09-20,1998-06-08,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Sani-5FAbacha&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=EAPFrMs0RCHV5rQQ4V_Q3NbcvBlDxvErvk2t_T2tNo0&e=,1,2.0,0,-777.0,,,1993,1998,50,4.555877259628876,,
NIG-2007,8253c8a2-1e42-11e4-b4cd-db5882bf8def,475,NIG,Yar'Adua,2007-05-29,2007-05-29,2010-02-09,2010-02-09,Regular,Retired Due to Ill Health,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1951,2010,1951-08-16,,,0,2.099999904632568,0,-777.0,,,2007,2010,56,2.702314215897657,,
GAB-1960,8230e062-1e42-11e4-b4cd-db5882bf8def,481,GAB,Mba,1960-08-17,1960-08-17,1964-02-17,1964-02-17,Regular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1902,1967,,1967-11-28,,0,3.0,6,2.0,,,1960,1964,58,3.501783061938301, Gabon,Anocracy
GAB-1964-2,8230e062-1e42-11e4-b4cd-db5882bf8def,481,GAB,Mba,1964-02-20,1964-02-20,1967-11-28,1967-11-28,Foreign Imposition,Natural Death,Regular,1,Missing: Natural Death within Six Months of Losing Office,M,1902,1967,,1967-11-28,,2,2.0,0,-777.0,,,1964,1967,62,3.770097948623175, Gabon,Anocracy
CEN-1960,82311136-1e42-11e4-b4cd-db5882bf8def,482,CEN,Dacko,1960-08-13,1960-08-13,1966-01-01,1966-01-01,Regular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1930,2003,1930-03-24,2003-11-20,,0,3.0,6,2.0,Nephew of Bokassa%82311137-1e42-11e4-b4cd-db5882bf8def,0.0,1960,1966,30,5.385463082746394,,
CEN-1966,82311137-1e42-11e4-b4cd-db5882bf8def,482,CEN,Bokassa,1966-01-01,1966-01-01,1979-09-21,1979-09-21,Irregular,Foreign,Removed through Threat of Foreign Force,0,Exile,M,1921,1996,1921-02-22,1996-11-03,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jean-2DB-25C3-25A9del-5FBokassa&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=B1krgEuIKmPHKeKZzTupVf5kEs1gAP8BsTRsk61gcaI&e=,1,4.0,9,1.0,Uncle of Dacko%82311136-1e42-11e4-b4cd-db5882bf8def,,1966,1979,45,13.71965201201941,,
CEN-1979,82311136-1e42-11e4-b4cd-db5882bf8def,482,CEN,Dacko,1979-09-21,1979-09-21,1981-09-01,1981-09-01,Foreign Imposition,Irregular,"Removed by Military, without Foreign Support",1,OK,M,1930,2003,1930-03-24,2003-11-20,,2,3.0,6,0.0,Nephew of Bokassa%82311137-1e42-11e4-b4cd-db5882bf8def,,1979,1981,49,1.946651881968829,,
CEN-1981,82311138-1e42-11e4-b4cd-db5882bf8def,482,CEN,Kolingba,1981-09-01,1981-09-01,1993-10-22,1993-10-22,Irregular,Regular,Regular,0,OK,M,1935,2010,1935-08-12,,,1,1.0,0,0.0,,,1981,1993,46,12.13987966898704,,
CEN-1993,82311139-1e42-11e4-b4cd-db5882bf8def,482,CEN,Patasse,1993-10-22,1993-10-22,2003-03-15,2003-03-15,Regular,Irregular,"Removed by Rebels, without Foreign Support",0,Exile,M,1937,2011,1937-01-25,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ange-2DF-25C3-25A9lix-5FPatass-25C3-25A9&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=M2UUvsZL6Zn62pumlXXEjfQc2FXJCnw1sLSz9vvCiH0&e=,0,3.0,4,1.0,,,1993,2003,56,9.39375894097757,,
CHA-1960,8231420b-1e42-11e4-b4cd-db5882bf8def,483,CHA,Tombalbaye,1960-08-11,1960-08-11,1975-04-13,1975-04-13,Regular,Irregular,"Removed by Military, without Foreign Support",0,Death,M,1918,1975,1918-06-15,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Fran-25C3-25A7ois-5FTombalbaye&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=gDJF45u_UGAKxU8dxb5kmEI8TLOSNPoejqkVDoKKP4k&e=,0,3.0,6,3.0,,,1960,1975,42,14.66970574344442,,
CHA-1975,8231420c-1e42-11e4-b4cd-db5882bf8def,483,CHA,Malloum,1975-04-15,1975-04-15,1979-03-23,1979-03-23,Irregular,Irregular,"Removed by Rebels, with Foreign Support",0,Exile,M,1932,2009,1932-09-10,,,1,3.0,3,1.0,,,1975,1979,43,3.937110276049474,,
CON-1960,823172df-1e42-11e4-b4cd-db5882bf8def,484,CON,Youlou,1960-08-15,1960-08-15,1963-08-15,1963-08-15,Regular,Irregular,"Popular Protest, without Foreign Support",0,Imprisonment,M,1917,1972,1917-06-09,,,0,3.0,2,2.0,,,1960,1963,43,2.998008172652416,,
CON-1963,823172e0-1e42-11e4-b4cd-db5882bf8def,484,CON,Debat,1963-08-16,1963-08-16,1968-09-04,1968-09-04,Irregular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1921,1977,,,,1,3.0,6,0.0,,,1963,1968,42,5.054176334900785,,
CON-1969,8231a3b3-1e42-11e4-b4cd-db5882bf8def,484,CON,Ngouabi,1969-01-01,1969-01-01,1977-03-18,1977-03-18,Regular,Irregular,"Removed by Military, without Foreign Support",0,Death,M,1938,1977,,,,0,3.0,6,3.0,,,1969,1977,31,8.208245206951545,,
DRC-1960-3,8231d493-1e42-11e4-b4cd-db5882bf8def,490,DRC,Kasavubu,1960-09-20,1960-09-20,1965-11-25,1965-11-25,Regular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1913,1969,,,,0,3.0,6,0.0,,,1960,1965,47,5.180120057222257,,
DRC-1997,8231d494-1e42-11e4-b4cd-db5882bf8def,490,DRC,Laurent Kabila,1997-05-16,1997-05-16,2001-01-16,2001-01-16,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Death,M,1939,2001,1939-11-27,2001-01-16,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Laurent-2DD-25C3-25A9sir-25C3-25A9-5FKabila&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=begnUBQDRpELmWksaIaCiCJsEXtP_F3u9XyWON1AyEk&e=,1,3.0,6,3.0,Father of Joseph Kabila%82320564-1e42-11e4-b4cd-db5882bf8def,0.0,1997,2001,58,3.671533296371589,,
UGA-1962,82320565-1e42-11e4-b4cd-db5882bf8def,500,UGA,Obote,1962-10-09,1962-10-09,1971-01-25,1971-01-25,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1924,2005,1924-12-28,2005-10-10,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Milton-5FObote&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=qVryvKFiZz-b61dniE4MEBd4Kr7NFrcMz-n28ShYVhE&e=,0,3.0,6,1.0,,,1962,1971,38,8.295858231175178, Uganda,Anocracy
UGA-1971,82320566-1e42-11e4-b4cd-db5882bf8def,500,UGA,Amin,1971-01-25,1971-01-25,1979-04-11,1979-04-11,Irregular,Foreign,Removed through Threat of Foreign Force,0,Exile,M,1925,2003,,2003-08-16,,1,4.0,9,1.0,,,1971,1979,46,8.208245206951545, Uganda,Anocracy
UGA-1980-2,82320565-1e42-11e4-b4cd-db5882bf8def,500,UGA,Obote,1980-12-17,1980-12-17,1985-07-27,1985-07-27,Regular,Irregular,"Removed by Military, without Foreign Support",1,Exile,M,1924,2005,1924-12-28,2005-10-10,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Milton-5FObote&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=qVryvKFiZz-b61dniE4MEBd4Kr7NFrcMz-n28ShYVhE&e=,0,3.0,6,1.0,,,1980,1985,56,4.607897492761658, Uganda,Anocracy
KEN-1963,8232670d-1e42-11e4-b4cd-db5882bf8def,501,KEN,Kenyatta,1963-12-12,1963-12-12,1978-08-22,1978-08-22,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1891,1978,1891-10-20,1978-08-22,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jomo-5FKenyatta&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=3GNb06ZXxr0yAHt4tlx3el8VLjFbnhtt7UIdaYvUf-s&e=,0,2.0,0,-777.0,,,1963,1978,72,14.69434690650732, Kenya,Democracy
TAZ-1961,82326710-1e42-11e4-b4cd-db5882bf8def,510,TAZ,Nyerere,1961-11-09,1961-11-09,1985-11-05,1985-11-05,Regular,Regular,Regular,0,OK,M,1922,1999,1922-04-13,1999-10-14,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Julius-5FNyerere&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=UJLPKW_LgU2_AxZLsK7KtD9zSjY26zJQlCvsoUR27R8&e=,0,1.0,0,0.0,,,1961,1985,39,23.9895411952333,,
BUI-1962,823297e4-1e42-11e4-b4cd-db5882bf8def,516,BUI,Mwambutsa,1962-07-01,1962-07-01,1966-07-08,1966-07-08,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",0,Exile,M,1912,1977,,,,0,3.0,8,1.0,,,1962,1966,50,4.019247486259129,,
BUI-1966-2,8232c8b5-1e42-11e4-b4cd-db5882bf8def,516,BUI,Micombero,1966-11-28,1966-11-28,1976-11-01,1976-11-01,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1940,1983,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Michel-5FMicombero&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=GxZ5xluQsvw5Akrtq6f4HHxqj_MdC2DEtSShoAhKx9I&e=,1,3.0,6,1.0,,,1966,1976,26,9.92765080734033,,
RWA-1961,8232f98c-1e42-11e4-b4cd-db5882bf8def,517,RWA,Kayibanda,1961-10-26,1961-10-26,1973-07-05,1973-07-05,Regular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1924,1976,1924-05-01,,,0,3.0,6,2.0,,,1961,1973,37,11.69086291984093, Rwanda,Anocracy
RWA-1973,82332a5c-1e42-11e4-b4cd-db5882bf8def,517,RWA,Habyarimana,1973-07-05,1973-07-05,1994-04-06,1994-04-06,Irregular,Irregular,"Irregular, Other",0,Death,M,1937,1994,1937-08-03,1994-04-06,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Juv-25C3-25A9nal-5FHabyarimana&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=dIUi261zMrTIWc66B1w4UrXa1yjrdQZ0iZw2CaNaApQ&e=,1,3.0,111,3.0,,,1973,1994,36,20.75333511297289, Rwanda,Anocracy
