obsid,leadid,ccode,idacr,leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,deathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,yrbegin,yrend,age,tenure,Country,Polity datasets IV category,end_gdppc,pop
AUS-1932,82162be6-1e42-11e4-b4cd-db5882bf8def,305,AUS,Dollfuss,1932-05-20,1932-05-20,1934-07-25,1934-07-25,Regular,Irregular,"Removed by Rebels, without Foreign Support",0,Death,M,1882,1934,1882-10-04,1934-07-25,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Engelbert-5FDollfuss&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=-aOTzi65ou5MagQOGYT2fFk7e2swlmV23OGSCFUKNos&e=,0,3.0,4,3.0,,,1932,1934,50,2.179373977562852, Australia,Democracy,8066.0,6682.0
AUS-1934,82162be7-1e42-11e4-b4cd-db5882bf8def,305,AUS,Schuschnigg,1934-07-30,1934-07-30,1938-03-11,1938-03-11,Regular,Foreign,Removed through Threat of Foreign Force,0,Imprisonment,M,1897,1977,1897-12-14,1977-11-18,,0,4.0,9,2.0,,,1934,1938,37,3.61403724922483, Australia,Democracy,9382.0,6904.0
AUS-1938,82165cba-1e42-11e4-b4cd-db5882bf8def,305,AUS,Seyss-Inquart,1938-03-12,1938-03-12,1939-04-30,1939-04-30,Regular,Foreign,"Irregular, Other",0,OK,M,1892,1946,1892-07-22,1946-10-16,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Arthur-5FSeyss-2DInquart&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=LCzWCHz9ejPaG32xWkQkZkltlNGiPSM_lzNv23-t2S8&e=,0,4.0,111,0.0,,,1938,1939,46,1.133493500893242, Australia,Democracy,9318.0,6971.0
AUS-1945-2,82165cbb-1e42-11e4-b4cd-db5882bf8def,305,AUS,Figl,1945-11-28,1945-11-28,1953-04-02,1953-04-02,Regular,Regular,Regular,0,OK,M,1902,1965,1902-10-02,,,0,1.0,0,0.0,,,1945,1953,43,7.343066592743178, Australia,Democracy,11963.0,8857.924
AUS-1953,82165cbc-1e42-11e4-b4cd-db5882bf8def,305,AUS,Raab,1953-04-02,1953-04-02,1961-04-11,1961-04-11,Regular,Regular,Regular,0,OK,M,1891,1964,1891-11-29,,,0,1.0,0,0.0,,,1953,1961,62,8.024805437483316, Australia,Democracy,13793.0,10598.814
AUS-1961,82168d8e-1e42-11e4-b4cd-db5882bf8def,305,AUS,Gorbach,1961-04-11,1961-04-11,1964-02-25,1964-02-25,Regular,Regular,Regular,0,OK,M,1898,1972,1898-10-02,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Alfons-5FGorbach&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=-busQVKvEj1cLtXFMZjvy08TDcN3ObUfM2wbw0l_eqg&e=,0,1.0,0,0.0,,,1961,1964,63,2.874802357337933, Australia,Democracy,15699.0,11218.304
AUS-1964,82168d8f-1e42-11e4-b4cd-db5882bf8def,305,AUS,Klaus,1964-04-02,1964-04-02,1970-03-03,1970-03-03,Regular,Regular,Regular,0,OK,M,1910,2001,1910-08-15,2001-07-25,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Josef-5FKlaus&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=CnGB4I4mAMKgjyPGkHuUbElFkSQoMM62NCZ3tbo6_Q0&e=,0,1.0,0,0.0,,,1964,1970,54,5.916617042102165, Australia,Democracy,19166.0,12660.16
AUS-1970,8216be62-1e42-11e4-b4cd-db5882bf8def,305,AUS,Kreisky,1970-04-20,1970-04-20,1983-05-24,1983-05-24,Regular,Regular,Regular,0,OK,M,1911,1990,1911-01-22,1990-07-29,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Bruno-5FKreisky&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=ARUByxuSWm9zj-Q7pw93O8n88KNH3v1TI6cfy0T1kuI&e=,0,1.0,0,0.0,,,1970,1983,59,13.09267130741904, Australia,Democracy,22697.0,15348.0
HUN-1945,82172018-1e42-11e4-b4cd-db5882bf8def,310,HUN,Rakoski,1945-01-15,1945-01-15,1956-07-15,1956-07-15,Irregular,Irregular,"Removed by Other Government Actors, without Foreign Support",0,Exile,M,1892,1971,1892-03-14,1971-02-05,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_M-25C3-25A1ty-25C3-25A1s-5FR-25C3-25A1kosi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=9mNuWMbgADwxs4xVEfCmDDCgMtKoDTY-_56XB_udG24&e=,1,3.0,8,1.0,,,1945,1956,53,11.49647152234474, Hungary,Democracy,4632.0,9911.0
HUN-1956-3,821750ea-1e42-11e4-b4cd-db5882bf8def,310,HUN,Kadar,1956-11-04,1956-11-04,1988-05-22,1988-05-22,Foreign Imposition,Regular,Regular,0,OK,M,1912,1989,1912-05-26,1989-07-06,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_J-25C3-25A1nos-5FK-25C3-25A1d-25C3-25A1r&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=1Ye9HilUMagfbVg3GSapdynj6FyHGbuMIBLu3Mq1FOI&e=,2,1.0,0,0.0,,,1956,1988,44,31.54616453452158, Hungary,Democracy,11207.0,10442.5
HUN-1988,821750eb-1e42-11e4-b4cd-db5882bf8def,310,HUN,Grosz,1988-05-22,1988-05-22,1989-10-07,1989-10-07,Regular,Regular,Regular,0,OK,M,1930,1996,1930-08-01,1996-01-07,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_K-25C3-25A1roly-5FGr-25C3-25B3sz&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=uiPRizvMp0qjwEm9NUMpPSvrLU7m5zfz9BrvOz_5eaU&e=,0,1.0,0,0.0,,,1988,1989,58,1.377167224515219, Hungary,Democracy,11003.0,10397.959
HUN-1990,821750ed-1e42-11e4-b4cd-db5882bf8def,310,HUN,Antall,1990-05-03,1990-05-03,1993-12-12,1993-12-12,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1932,1993,1932-04-08,1993-12-12,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_J-25C3-25B3zsef-5FAntall&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=FX86aVZFDhJf5UGglhs_mSdisRxnq38cUSSP421nNIk&e=,0,2.0,0,-777.0,,,1990,1993,58,3.611299342217841, Hungary,Democracy,9294.464,10355.41585
CZE-1968-3,8217e367-1e42-11e4-b4cd-db5882bf8def,315,CZE,Husak,1968-08-28,1968-08-28,1989-12-17,1989-12-17,Foreign Imposition,Regular,Regular,0,OK,M,1913,1991,1913-01-10,1991-11-18,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Gust-25C3-25A1v-5FHus-25C3-25A1k&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=KvXvBcimOVDeNZJr--ux9MjwEhAD9smhcKRRtkkK9w8&e=,2,1.0,0,0.0,,,1968,1989,55,21.30365442137758, Czech Republic,Democracy,14027.0,10314.343
ITA-1873,19775238-3bbd-11e5-afeb-eb6f07f9fec7,325,ITA,Minghetti,1873-08-10,1873-08-10,1876-03-18,1876-03-18,Regular,Regular,Regular,1,OK,M,1818,1886,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Marco-5FMinghetti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=WZESJY7DsqLbr9yEar9PDvKUs4v_A7COjeBBF1rzGPU&e=,0,1.0,0,0.0,,,1873,1876,55,2.603749563646071, Italy,Democracy,2662.0,28837.0
ITA-1876,821875e0-1e42-11e4-b4cd-db5882bf8def,325,ITA,Depretis,1876-03-25,1876-03-25,1878-03-11,1878-03-11,Regular,Regular,Regular,0,OK,M,1813,1887,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Agostino-5FDepretis&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Ou4A6CmkB5MbRrDLzpA4zo1m_mLgMgBDhZIgy7GGgGA&e=,0,1.0,0,0.0,,,1876,1878,63,1.960341417003771, Italy,Democracy,2745.0,29252.0
ITA-1879,821875e1-1e42-11e4-b4cd-db5882bf8def,325,ITA,Cairoli,1879-07-12,1879-07-12,1881-05-14,1881-05-14,Regular,Regular,Regular,1,OK,M,1825,1889,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Benedetto-5FCairoli&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=zIT9PYW42uPFtiXDFfap_3ejeCrXgSvEEZw7X5PhR5c&e=,0,1.0,0,0.0,,,1879,1881,54,1.839873508696277, Italy,Democracy,2880.0,29672.0
ITA-1881,821875e0-1e42-11e4-b4cd-db5882bf8def,325,ITA,Depretis,1881-05-28,1881-05-28,1887-07-29,1887-07-29,Regular,Natural Death,Regular,2,Missing: Natural Death within Six Months of Losing Office,M,1813,1887,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Agostino-5FDepretis&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Ou4A6CmkB5MbRrDLzpA4zo1m_mLgMgBDhZIgy7GGgGA&e=,0,2.0,0,-777.0,,,1881,1887,68,6.168504486745108, Italy,Democracy,3081.0,31049.0
ITA-1887,821875e2-1e42-11e4-b4cd-db5882bf8def,325,ITA,Crispi,1887-08-08,1887-08-08,1891-01-31,1891-01-31,Regular,Regular,Regular,0,OK,M,1819,1901,1819-10-04,1901-08-12,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Francesco-5FCrispi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=-sFOcy4J-wb7tOG0JK5x-t-plZnaJAFhL9-0ItSTaBE&e=,0,1.0,0,0.0,,,1887,1891,68,3.482617712889382, Italy,Democracy,3014.0,31892.0
ITA-1891,821875e3-1e42-11e4-b4cd-db5882bf8def,325,ITA,Rudini,1891-02-09,1891-02-09,1892-05-05,1892-05-05,Regular,Regular,Regular,0,OK,M,1839,1908,,,,0,1.0,0,0.0,,,1891,1892,52,1.234796060151817, Italy,Democracy,3017.0,32091.0
ITA-1892,821875e4-1e42-11e4-b4cd-db5882bf8def,325,ITA,Giolitti,1892-05-15,1892-05-15,1893-11-24,1893-11-24,Regular,Regular,Regular,0,OK,M,1842,1928,1842-10-27,1928-07-17,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giovanni-5FGiolitti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=uMgB7UXK--wzSU5JFFKpyEK_j05QcnlXoJMoPpIYFNY&e=,0,1.0,0,0.0,,,1892,1893,50,1.527752109899587, Italy,Democracy,3064.0,32303.0
ITA-1893,821875e2-1e42-11e4-b4cd-db5882bf8def,325,ITA,Crispi,1893-12-10,1893-12-10,1896-03-05,1896-03-05,Regular,Regular,Regular,1,OK,M,1819,1901,1819-10-04,1901-08-12,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Francesco-5FCrispi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=-sFOcy4J-wb7tOG0JK5x-t-plZnaJAFhL9-0ItSTaBE&e=,0,1.0,0,0.0,,,1893,1896,74,2.234132117702622, Italy,Democracy,3153.0,32863.0
ITA-1896,821875e3-1e42-11e4-b4cd-db5882bf8def,325,ITA,Rudini,1896-03-10,1896-03-10,1898-06-18,1898-06-18,Regular,Regular,Regular,1,OK,M,1839,1908,,,,0,1.0,0,0.0,,,1896,1898,57,2.272462815800461, Italy,Democracy,3145.0,33285.0
ITA-1898,8218a6b4-1e42-11e4-b4cd-db5882bf8def,325,ITA,Pelloux,1898-06-29,1898-06-29,1900-06-18,1900-06-18,Regular,Regular,Regular,0,OK,M,1839,1924,1839-03-01,1924-10-26,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Luigi-5FPelloux&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=HaW8NBb_dprMgK0dnEG7hG3YFzLOA7QM14-XQLT83B4&e=,0,1.0,0,0.0,,,1898,1900,59,1.968555138024737, Italy,Democracy,3264.0,33672.0
ITA-1901,8218a6b6-1e42-11e4-b4cd-db5882bf8def,325,ITA,Zanardelli,1901-02-15,1901-02-15,1903-10-21,1903-10-21,Regular,Retired Due to Ill Health,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1826,1903,1826-10-29,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giuseppe-5FZanardelli&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=ain2G8QNDMYkUjuapTjFHuumPNY5yOY8JuS5gYFgqck&e=,0,2.099999904632568,0,-777.0,,,1901,1903,75,2.677673052834761, Italy,Democracy,3402.0,34436.0
ITA-1903,821875e4-1e42-11e4-b4cd-db5882bf8def,325,ITA,Giolitti,1903-11-03,1903-11-03,1905-03-04,1905-03-04,Regular,Regular,Regular,1,OK,M,1842,1928,1842-10-27,1928-07-17,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giovanni-5FGiolitti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=uMgB7UXK--wzSU5JFFKpyEK_j05QcnlXoJMoPpIYFNY&e=,0,1.0,0,0.0,,,1903,1905,61,1.333360712403403, Italy,Democracy,3532.0,35011.0
ITA-1906-2,821875e4-1e42-11e4-b4cd-db5882bf8def,325,ITA,Giolitti,1906-05-29,1906-05-29,1909-12-02,1909-12-02,Regular,Regular,Regular,2,OK,M,1842,1928,1842-10-27,1928-07-17,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giovanni-5FGiolitti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=uMgB7UXK--wzSU5JFFKpyEK_j05QcnlXoJMoPpIYFNY&e=,0,1.0,0,0.0,,,1906,1909,64,3.512734689966255, Italy,Democracy,3826.0,36213.0
ITA-1911,821875e4-1e42-11e4-b4cd-db5882bf8def,325,ITA,Giolitti,1911-03-27,1911-03-27,1914-03-10,1914-03-10,Regular,Regular,Regular,3,OK,M,1842,1928,1842-10-27,1928-07-17,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giovanni-5FGiolitti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=uMgB7UXK--wzSU5JFFKpyEK_j05QcnlXoJMoPpIYFNY&e=,0,1.0,0,0.0,,,1911,1914,69,2.9542016605406, Italy,Democracy,3835.0,37526.0
ITA-1914,8218d789-1e42-11e4-b4cd-db5882bf8def,325,ITA,Salandra,1914-03-21,1914-03-21,1916-06-12,1916-06-12,Regular,Regular,Regular,0,OK,M,1853,1931,1853-08-13,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Antonio-5FSalandra&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=LtB0kx5yn0hftlX-XfXodax4HDtaeG2zd-sJmps8gkI&e=,0,1.0,0,0.0,,,1914,1916,61,2.228656303688645, Italy,Democracy,3942.0,38142.0
ITA-1916,8218d78a-1e42-11e4-b4cd-db5882bf8def,325,ITA,Boselli,1916-06-17,1916-06-17,1917-10-30,1917-10-30,Regular,Regular,Regular,0,OK,M,1838,1932,1838-06-08,1932-03-10,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Paolo-5FBoselli&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=7B6jrbgzA66GkBHuhtiF537uqeYAnEXZmXY4PV5inHI&e=,0,1.0,0,0.0,,,1916,1917,78,1.368953503494254, Italy,Democracy,3955.0,37981.0
ITA-1917,8218d78b-1e42-11e4-b4cd-db5882bf8def,325,ITA,Orlando,1917-10-30,1917-10-30,1919-06-19,1919-06-19,Regular,Regular,Regular,0,OK,M,1860,1952,1860-05-19,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Vittorio-5FEmanuele-5FOrlando&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=_ChsNMd-8pHQOb0WvNj8FQ3WmuWg8xmSLLHAmZGrxUQ&e=,0,1.0,0,0.0,,,1917,1919,57,1.634530483172139, Italy,Democracy,3701.0,37250.0
ITA-1920,821875e4-1e42-11e4-b4cd-db5882bf8def,325,ITA,Giolitti,1920-06-16,1920-06-16,1921-06-26,1921-06-26,Regular,Regular,Regular,4,OK,M,1842,1928,1842-10-27,1928-07-17,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giovanni-5FGiolitti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=uMgB7UXK--wzSU5JFFKpyEK_j05QcnlXoJMoPpIYFNY&e=,0,1.0,0,0.0,,,1920,1921,78,1.02671512762069, Italy,Democracy,3660.0,37691.0
ITA-1922-2,82190867-1e42-11e4-b4cd-db5882bf8def,325,ITA,Mussolini,1922-10-30,1922-10-30,1943-07-25,1943-07-25,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",0,Death,M,1883,1945,1883-07-29,1945-04-28,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Benito-5FMussolini&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=wAFmECcKqivQEFWdT0ML1Y_fjBfOvTwYC874L7VW5tQ&e=,0,3.0,8,3.0,,,1922,1943,39,20.73416976392397, Italy,Democracy,3931.0,45177.0
ITA-1944,8218d78d-1e42-11e4-b4cd-db5882bf8def,325,ITA,Bonomi,1944-06-09,1944-06-09,1945-06-20,1945-06-20,Regular,Regular,Regular,1,OK,M,1873,1951,1873-10-18,1951-04-20,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ivanoe-5FBonomi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=0H4UgxNfAgFDdSpbBant11iT92jrwKppyBdMySSIwsk&e=,0,1.0,0,0.0,,,1944,1945,71,1.029453034627679, Italy,Democracy,2831.0,45442.0
ITA-1945-2,8219086a-1e42-11e4-b4cd-db5882bf8def,325,ITA,de Gasperi,1945-12-10,1945-12-10,1953-07-28,1953-07-28,Regular,Regular,Regular,0,OK,M,1881,1954,1881-04-03,1954-08-19,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Alcide-5FDe-5FGasperi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=22xQeX5X8RFAVWKLJ8msMZeICeUXOoEj_NCOV0bC3KA&e=,0,1.0,0,0.0,,,1945,1953,64,7.63054682847697, Italy,Democracy,6790.0,47957.0
ITA-1954-2,8219393b-1e42-11e4-b4cd-db5882bf8def,325,ITA,Scelba,1954-02-09,1954-02-09,1955-06-22,1955-06-22,Regular,Regular,Regular,0,OK,M,1901,1991,1901-09-05,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Mario-5FScelba&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=6fhn1O_5X1OToKyo8kUrh4SoUUtVist1vkD1FAHN6UM&e=,0,1.0,0,0.0,,,1954,1955,53,1.363477689480277, Italy,Democracy,7453.0,48633.0
ITA-1955,8219393c-1e42-11e4-b4cd-db5882bf8def,325,ITA,Segni,1955-07-06,1955-07-06,1957-05-06,1957-05-06,Regular,Regular,Regular,0,OK,M,1891,1972,1891-02-02,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Antonio-5FSegni&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=StZCLk-J3bxvTusjgXjDuQpZVrZ-rI9UapSx36f35hc&e=,0,1.0,0,0.0,,,1955,1957,64,1.8343976946823, Italy,Democracy,8158.0,49182.0
ITA-1957,8219393d-1e42-11e4-b4cd-db5882bf8def,325,ITA,Zoli,1957-05-19,1957-05-19,1958-06-19,1958-06-19,Regular,Regular,Regular,0,OK,M,1887,1960,1887-12-16,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Adone-5FZoli&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=R44_oVKUGvX0vDVdVl1-0QgzkJnCeZqgLY52FvBkIso&e=,0,1.0,0,0.0,,,1957,1958,70,1.084211174767449, Italy,Democracy,8544.0,49476.0
